WEEK,REGION,COUNTRY,ADMIN1,EVENT_TYPE,SUB_EVENT_TYPE,EVENTS,FATALITIES,POPULATION_EXPOSURE,DISORDER_TYPE,"ID",CENTROID_LATITUDE,CENTROID_LONGITUDE
02-August-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2207,Demonstrations,485,54.498,-115.0035
09-August-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4941,Demonstrations,485,54.498,-115.0035
16-August-2025,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4941,Demonstrations,485,54.498,-115.0035
23-August-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4254,Demonstrations,485,54.498,-115.0035
30-August-2025,North America,Canada,Alberta,Protests,Peaceful protest,6,0,9502,Demonstrations,485,54.498,-115.0035
06-September-2025,North America,Canada,Alberta,Protests,Peaceful protest,4,0,6947,Demonstrations,485,54.498,-115.0035
13-September-2025,North America,Canada,Alberta,Protests,Peaceful protest,3,0,2207,Demonstrations,485,54.498,-115.0035
20-September-2025,North America,Canada,Alberta,Protests,Peaceful protest,6,0,7209,Demonstrations,485,54.498,-115.0035
27-September-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4941,Demonstrations,485,54.498,-115.0035
04-October-2025,North America,Canada,Alberta,Protests,Peaceful protest,9,0,6645,Demonstrations,485,54.498,-115.0035
11-October-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4941,Demonstrations,485,54.498,-115.0035
18-October-2025,North America,Canada,Alberta,Protests,Peaceful protest,5,0,4941,Demonstrations,485,54.498,-115.0035
25-October-2025,North America,Canada,Alberta,Protests,Peaceful protest,4,0,9689,Demonstrations,485,54.498,-115.0035
01-November-2025,North America,Canada,Alberta,Protests,Peaceful protest,4,0,4944,Demonstrations,485,54.498,-115.0035
08-November-2025,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4944,Demonstrations,485,54.498,-115.0035
15-November-2025,North America,Canada,Alberta,Protests,Peaceful protest,3,0,2207,Demonstrations,485,54.498,-115.0035
22-November-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2734,Demonstrations,485,54.498,-115.0035
29-November-2025,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2207,Demonstrations,485,54.498,-115.0035
06-December-2025,North America,Canada,Alberta,Protests,Peaceful protest,1,0,1704,Demonstrations,485,54.498,-115.0035
03-January-2026,North America,Canada,Alberta,Protests,Peaceful protest,2,0,2758,Demonstrations,485,54.498,-115.0035
10-January-2026,North America,Canada,Alberta,Protests,Peaceful protest,2,0,4986,Demonstrations,485,54.498,-115.0035
17-January-2026,North America,Canada,Alberta,Protests,Peaceful protest,3,0,4986,Demonstrations,485,54.498,-115.0035
24-January-2026,North America,Canada,Alberta,Protests,Peaceful protest,1,0,2228,Demonstrations,485,54.498,-115.0035
31-January-2026,North America,Canada,Alberta,Protests,Peaceful protest,1,0,,Demonstrations,485,54.498,-115.0035
07-February-2026,North America,Canada,Alberta,Protests,Peaceful protest,1,0,,Demonstrations,485,54.498,-115.0035
14-February-2026,North America,Canada,Alberta,Protests,Peaceful protest,2,0,,Demonstrations,485,54.498,-115.0035
21-February-2026,North America,Canada,Alberta,Protests,Peaceful protest,3,0,,Demonstrations,485,54.498,-115.0035
28-February-2026,North America,Canada,Alberta,Protests,Peaceful protest,3,0,,Demonstrations,485,54.498,-115.0035
10-April-2021,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2621,Demonstrations,485,54.498,-115.0035
08-May-2021,North America,Canada,Alberta,Protests,Protest with intervention,2,0,2468,Demonstrations,485,54.498,-115.0035
07-August-2021,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2115,Demonstrations,485,54.498,-115.0035
23-October-2021,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2621,Demonstrations,485,54.498,-115.0035
06-November-2021,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2115,Demonstrations,485,54.498,-115.0035
04-December-2021,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2621,Demonstrations,485,54.498,-115.0035
12-February-2022,North America,Canada,Alberta,Protests,Protest with intervention,1,0,226,Demonstrations,485,54.498,-115.0035
05-March-2022,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2130,Demonstrations,485,54.498,-115.0035
12-March-2022,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2130,Demonstrations,485,54.498,-115.0035
19-March-2022,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2130,Demonstrations,485,54.498,-115.0035
26-March-2022,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2130,Demonstrations,485,54.498,-115.0035
25-February-2023,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2156,Demonstrations,485,54.498,-115.0035
11-March-2023,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2156,Demonstrations,485,54.498,-115.0035
21-October-2023,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2156,Demonstrations,485,54.498,-115.0035
04-November-2023,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2156,Demonstrations,485,54.498,-115.0035
18-November-2023,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2156,Demonstrations,485,54.498,-115.0035
06-January-2024,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2705,Demonstrations,485,54.498,-115.0035
06-April-2024,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2705,Demonstrations,485,54.498,-115.0035
04-May-2024,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2184,Demonstrations,485,54.498,-115.0035
11-May-2024,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2705,Demonstrations,485,54.498,-115.0035
14-September-2024,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2184,Demonstrations,485,54.498,-115.0035
16-August-2025,North America,Canada,Alberta,Protests,Protest with intervention,1,0,2734,Demonstrations,485,54.498,-115.0035
05-March-2022,North America,Canada,Alberta,Riots,Mob violence,1,0,12467,Political violence,485,54.498,-115.0035
02-September-2023,North America,Canada,Alberta,Riots,Mob violence,1,0,13879,Political violence,485,54.498,-115.0035
20-February-2021,North America,Canada,Alberta,Riots,Violent demonstration,1,0,12385,Demonstrations,485,54.498,-115.0035
29-January-2022,North America,Canada,Alberta,Riots,Violent demonstration,1,0,343,Demonstrations,485,54.498,-115.0035
13-May-2023,North America,Canada,Alberta,Riots,Violent demonstration,1,0,13879,Demonstrations,485,54.498,-115.0035
19-August-2023,North America,Canada,Alberta,Riots,Violent demonstration,1,0,12617,Demonstrations,485,54.498,-115.0035
06-January-2024,North America,Canada,Alberta,Riots,Violent demonstration,1,0,14058,Demonstrations,485,54.498,-115.0035
19-June-2021,North America,Canada,Alberta,Strategic developments,Looting/property destruction,1,0,,Strategic developments,485,54.498,-115.0035
26-June-2021,North America,Canada,Alberta,Strategic developments,Looting/property destruction,2,0,,Strategic developments,485,54.498,-115.0035
03-July-2021,North America,Canada,Alberta,Strategic developments,Looting/property destruction,2,0,,Strategic developments,485,54.498,-115.0035
31-July-2021,North America,Canada,Alberta,Strategic developments,Looting/property destruction,1,0,,Strategic developments,485,54.498,-115.0035
20-August-2022,North America,Canada,Alberta,Strategic developments,Looting/property destruction,1,0,,Strategic developments,485,54.498,-115.0035
20-May-2023,North America,Canada,Alberta,Strategic developments,Looting/property destruction,1,0,,Strategic developments,485,54.498,-115.0035
01-March-2025,North America,Canada,Alberta,Strategic developments,Looting/property destruction,1,0,,Strategic developments,485,54.498,-115.0035
26-February-2022,North America,Canada,Alberta,Strategic developments,Other,1,0,,Strategic developments,485,54.498,-115.0035
06-August-2022,North America,Canada,Alberta,Strategic developments,Other,1,0,,Strategic developments,485,54.498,-115.0035
24-June-2023,North America,Canada,Alberta,Strategic developments,Other,1,0,,Strategic developments,485,54.498,-115.0035
21-June-2025,North America,Canada,Alberta,Strategic developments,Other,2,0,,Strategic developments,485,54.498,-115.0035
11-October-2025,North America,Canada,Alberta,Strategic developments,Other,1,0,,Strategic developments,485,54.498,-115.0035
08-November-2025,North America,Canada,Alberta,Strategic developments,Other,1,0,,Strategic developments,485,54.498,-115.0035
20-February-2021,North America,Canada,Alberta,Violence against civilians,Attack,1,0,13619,Political violence,485,54.498,-115.0035
03-July-2021,North America,Canada,Alberta,Violence against civilians,Attack,1,0,13619,Political violence,485,54.498,-115.0035
18-December-2021,North America,Canada,Alberta,Violence against civilians,Attack,1,0,13619,Political violence,485,54.498,-115.0035
19-March-2022,North America,Canada,Alberta,Violence against civilians,Attack,1,0,13712,Political violence,485,54.498,-115.0035
20-January-2024,North America,Canada,Alberta,Violence against civilians,Attack,1,0,12775,Political violence,485,54.498,-115.0035
21-June-2025,North America,Canada,British Columbia,Explosions/Remote violence,Remote explosive/landmine/IED,1,0,111278,Political violence,486,54.5005,-124.9951
04-June-2022,North America,Canada,British Columbia,Protests,Excessive force against protesters,1,0,2743,Political violence; Demonstrations,486,54.5005,-124.9951
26-December-2020,North America,Canada,British Columbia,Protests,Peaceful protest,1,0,14148,Demonstrations,486,54.5005,-124.9951
09-January-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,21507,Demonstrations,486,54.5005,-124.9951
16-January-2021,North America,Canada,British Columbia,Protests,Peaceful protest,5,0,26677,Demonstrations,486,54.5005,-124.9951
23-January-2021,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,18042,Demonstrations,486,54.5005,-124.9951
30-January-2021,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,3894,Demonstrations,486,54.5005,-124.9951
13-February-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,21542,Demonstrations,486,54.5005,-124.9951
20-February-2021,North America,Canada,British Columbia,Protests,Peaceful protest,5,0,23197,Demonstrations,486,54.5005,-124.9951
27-February-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,22039,Demonstrations,486,54.5005,-124.9951
06-March-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,25818,Demonstrations,486,54.5005,-124.9951
13-March-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,21518,Demonstrations,486,54.5005,-124.9951
20-March-2021,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,9720,Demonstrations,486,54.5005,-124.9951
27-March-2021,North America,Canada,British Columbia,Protests,Peaceful protest,5,0,22891,Demonstrations,486,54.5005,-124.9951
03-April-2021,North America,Canada,British Columbia,Protests,Peaceful protest,7,0,16223,Demonstrations,486,54.5005,-124.9951
10-April-2021,North America,Canada,British Columbia,Protests,Peaceful protest,7,0,18042,Demonstrations,486,54.5005,-124.9951
17-April-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,21394,Demonstrations,486,54.5005,-124.9951
24-April-2021,North America,Canada,British Columbia,Protests,Peaceful protest,1,0,14148,Demonstrations,486,54.5005,-124.9951
01-May-2021,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,13602,Demonstrations,486,54.5005,-124.9951
15-May-2021,North America,Canada,British Columbia,Protests,Peaceful protest,6,0,21384,Demonstrations,486,54.5005,-124.9951
22-May-2021,North America,Canada,British Columbia,Protests,Peaceful protest,10,0,29085,Demonstrations,486,54.5005,-124.9951
29-May-2021,North America,Canada,British Columbia,Protests,Peaceful protest,8,0,29256,Demonstrations,486,54.5005,-124.9951
05-June-2021,North America,Canada,British Columbia,Protests,Peaceful protest,7,0,35497,Demonstrations,486,54.5005,-124.9951
12-June-2021,North America,Canada,British Columbia,Protests,Peaceful protest,10,0,26536,Demonstrations,486,54.5005,-124.9951
19-June-2021,North America,Canada,British Columbia,Protests,Peaceful protest,9,0,37994,Demonstrations,486,54.5005,-124.9951
26-June-2021,North America,Canada,British Columbia,Protests,Peaceful protest,9,0,18719,Demonstrations,486,54.5005,-124.9951
03-July-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,27549,Demonstrations,486,54.5005,-124.9951
10-July-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,18681,Demonstrations,486,54.5005,-124.9951
17-July-2021,North America,Canada,British Columbia,Protests,Peaceful protest,5,0,19389,Demonstrations,486,54.5005,-124.9951
24-July-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,28334,Demonstrations,486,54.5005,-124.9951
31-July-2021,North America,Canada,British Columbia,Protests,Peaceful protest,6,0,23780,Demonstrations,486,54.5005,-124.9951
07-August-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,12775,Demonstrations,486,54.5005,-124.9951
14-August-2021,North America,Canada,British Columbia,Protests,Peaceful protest,7,0,20842,Demonstrations,486,54.5005,-124.9951
21-August-2021,North America,Canada,British Columbia,Protests,Peaceful protest,13,0,42933,Demonstrations,486,54.5005,-124.9951
28-August-2021,North America,Canada,British Columbia,Protests,Peaceful protest,14,0,44218,Demonstrations,486,54.5005,-124.9951
04-September-2021,North America,Canada,British Columbia,Protests,Peaceful protest,6,0,26966,Demonstrations,486,54.5005,-124.9951
11-September-2021,North America,Canada,British Columbia,Protests,Peaceful protest,5,0,25403,Demonstrations,486,54.5005,-124.9951
18-September-2021,North America,Canada,British Columbia,Protests,Peaceful protest,11,0,36931,Demonstrations,486,54.5005,-124.9951
25-September-2021,North America,Canada,British Columbia,Protests,Peaceful protest,30,0,73608,Demonstrations,486,54.5005,-124.9951
02-October-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,18042,Demonstrations,486,54.5005,-124.9951
09-October-2021,North America,Canada,British Columbia,Protests,Peaceful protest,1,0,3894,Demonstrations,486,54.5005,-124.9951
16-October-2021,North America,Canada,British Columbia,Protests,Peaceful protest,8,0,25633,Demonstrations,486,54.5005,-124.9951
23-October-2021,North America,Canada,British Columbia,Protests,Peaceful protest,6,0,21904,Demonstrations,486,54.5005,-124.9951
30-October-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,12443,Demonstrations,486,54.5005,-124.9951
06-November-2021,North America,Canada,British Columbia,Protests,Peaceful protest,5,0,20188,Demonstrations,486,54.5005,-124.9951
13-November-2021,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,9556,Demonstrations,486,54.5005,-124.9951
20-November-2021,North America,Canada,British Columbia,Protests,Peaceful protest,6,0,23720,Demonstrations,486,54.5005,-124.9951
27-November-2021,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,3980,Demonstrations,486,54.5005,-124.9951
04-December-2021,North America,Canada,British Columbia,Protests,Peaceful protest,4,0,12527,Demonstrations,486,54.5005,-124.9951
11-December-2021,North America,Canada,British Columbia,Protests,Peaceful protest,1,0,1347,Demonstrations,486,54.5005,-124.9951
18-December-2021,North America,Canada,British Columbia,Protests,Peaceful protest,2,0,7370,Demonstrations,486,54.5005,-124.9951
08-January-2022,North America,Canada,British Columbia,Protests,Peaceful protest,3,0,6539,Demonstrations,486,54.5005,-124.9951
15-January-2022,North America,Canada,British Columbia,Protests,Peaceful protest,2,0,9572,Demonstrations,486,54.5005,-124.9951
22-January-2022,North America,Canada,British Columbia,Protests,Peaceful protest,16,0,48978,Demonstrations,486,54.5005,-124.9951
29-January-2022,North America,Canada,British Columbia,Protests,Peaceful protest,8,0,32480,Demonstrations,486,54.5005,-124.9951
05-February-2022,North America,Canada,British Columbia,Protests,Peaceful protest,8,0,27831,Demonstrations,486,54.5005,-124.9951
12-February-2022,North America,Canada,British Columbia,Protests,Peaceful protest,11,0,18069,Demonstrations,486,54.5005,-124.9951
19-February-2022,North America,Canada,British Columbia,Protests,Peaceful protest,7,0,27608,Demonstrations,486,54.5005,-124.9951
26-February-2022,North America,Canada,British Columbia,Protests,Peaceful protest,7,0,30198,Demonstrations,486,54.5005,-124.9951
05-March-2022,North America,Canada,British Columbia,Protests,Peaceful protest,9,0,38861,Demonstrations,486,54.5005,-124.9951
12-March-2022,North America,Canada,British Columbia,Protests,Peaceful protest,10,0,37568,Demonstrations,486,54.5005,-124.9951
19-March-2022,North America,Canada,British Columbia,Protests,Peaceful protest,10,0,27570,Demonstrations,486,54.5005,-124.9951
